name,country,alpha_two_code,web_pages
Campus Saint Marc,France,FR,https://campus-saint-marc.com/
Institut d'études politiques de Rennes,France,FR,https://www.sciencespo-rennes.fr/en/
Rennes School of Business,France,FR,https://www.rennes-sb.com/
Audencia,France,FR,https://www.audencia.com/
Académie d'Orléans-Tours,France,FR,https://www.ac-orleans-tours.fr/
Académie de Besançon,France,FR,https://www.ac-besancon.fr
Université Clermont Auvergne,France,FR,https://www.uca.fr
SKEMA Business School,France,FR,https://www.skema.edu/
INSEAD,France,FR,https://www.insead.edu/
Académie de Mayotte,France,FR,https://www.ac-mayotte.fr
Collège de France,France,FR,https://www.college-de-france.fr
University of Burgundy,France,FR,https://u-bourgogne.fr/
Académie de Bordeaux,France,FR,https://ac-bordeaux.fr/
Institut privé d'enseignement supérieur,France,FR,https://www.insead.edu/
Université Paris-Saclay,France,FR,https://www.universite-paris-saclay.fr
INU Champollion,France,FR,https://www.univ-jfc.fr/
Institute Français de la Mode,France,FR,https://www.ifmparis.fr/
EIGSI La Rochelle,France,FR,https://www.eigsi.fr/
Université de Rennes 2,France,FR,https://www.univ-rennes2.fr/
Université de Franche Comté,France,FR,http://univ-fcomte.fr/
Université de Paris IV Sorbonne,France,FR,http://www.paris-sorbonne.fr/
Université Diderot Paris 7,France,FR,http://www.univ-paris-diderot.fr/english/
Université Paris Ouest Paris X Nanterre,France,FR,https://www.parisnanterre.fr/
Université Paris est Créteil Val de Marne Paris XII,France,FR,http://www.u-pec.fr/
Université de Nimes,France,FR,http://www.unimes.fr/
Université Champollion,France,FR,http://www.univ-jfc.fr/
Université Pierre Mendès France,France,FR,http://www.upmf-grenoble.fr/
