name,country,alpha_two_code,web_pages
Universidad Santa Fe,Mexico,MX,http://www.usf.com.mx/
Universidad de Sonora,Mexico,MX,http://www.uson.mx/
Universidad Tecnologica de la Mixteca,Mexico,MX,http://www.utm.mx/
Universidad Tecnologica de Nezahualcoyotl,Mexico,MX,http://www.utneza.edu.mx/
Universidad del Valle del Bravo,Mexico,MX,http://www.uvb.edu.mx/
Universidad Valle del Grijalva,Mexico,MX,http://www.uvg1.net/
Universidad del Valle de México,Mexico,MX,http://www.uvmnet.edu/
Universidad Veracruzana,Mexico,MX,http://www.uv.mx/
Universidad del Valle de Toluca,Mexico,MX,http://www.uvt.edu.mx/
Universidad Xicotepetl,Mexico,MX,http://www.uxac.edu.mx/
Universidad Cristóbal Colón,Mexico,MX,http://www.ver.ucc.mx/
Westhill University,Mexico,MX,http://www.westhill.edu.mx/
Universidad Autónoma Metropolitana - Azcapotzalco,Mexico,MX,https://azc.uam.mx/
Instituto Tecnológico de Occidente del Estado de Hidalgo,Mexico,MX,http://www.itsoeh.edu.mx/
Universidad Internacional Jefferson,Mexico,MX,https://www.jefferson.edu.mx/
Centro de Investigación en Química Aplicada,Mexico,MX,https://ciqa.edu.mx
Universidad Guadalajara Lamar,Mexico,MX,https://lamar.mx/
Universidad Tecmilenio,Mexico,MX,https://tecmilenio.mx/
