name,country,alpha_two_code,web_pages
Hochschule für Philosophie München,Germany,DE,http://www.hfph.mwn.de/
Hochschule für Politik (HFP),Germany,DE,http://www.hfp.mhn.de/
Handelshochschule Leipzig,Germany,DE,http://www.hhl.de/
Hochschule für Internationales Management,Germany,DE,http://www.himh.de/
Hochschule für Jüdische Studien Heidelberg,Germany,DE,http://www.hjs.uni-heidelberg.de/
Hochschule Albstadt-Sigmaringen,Germany,DE,http://www.hs-albsig.de/
"Hochschule Anhalt (FH), Hochschule für angewandte Wissenschaften",Germany,DE,http://www.hs-anhalt.de/
Hochschule Bremen,Germany,DE,http://www.hs-bremen.de/
Hochschule Bremerhaven,Germany,DE,http://www.hs-bremerhaven.de/
Hochschule Coburg,Germany,DE,http://www.hs-coburg.de/
Hochschule Darmstadt,Germany,DE,https://www.h-da.de/
Hochschule Esslingen,Germany,DE,http://www.hs-esslingen.de/
Hochschule Fulda,Germany,DE,http://www.hs-fulda.de/
"Hochschule Harz, Hochschule für angewandte Wissenschaften (FH)",Germany,DE,http://www.hs-harz.de/
Hochschule Magdeburg-Stendal (FH),Germany,DE,http://www.hs-magdeburg.de/
"Hochschule Wismar, Fachhochschule für Technik, Wirtschaft und Gestaltung",Germany,DE,http://www.hs-wismar.de/
Hochschule Zittau/Görlitz (FH),Germany,DE,http://www.hs-zigr.de/
Hochschule für Technik und Wirtschaft Dresden (FH),Germany,DE,http://www.htw-dresden.de/
"Hochschule für Technik, Wirtschaft und Kultur Leipzig (FH)",Germany,DE,http://www.htwk-leipzig.de/
"Hochschule Mittweida, University of Applied Sciences",Germany,DE,http://www.htwm.de/
Hochschule für Technik und Wirtschaft des Saarlandes,Germany,DE,http://www.htw-saarland.de/
Humboldt Universität Berlin,Germany,DE,http://www.hu-berlin.de/
HWP - Hamburger Universität für Wirtschaft und Politik,Germany,DE,http://www.hwp-hamburg.de/
Internationales Hochschulinstitut Zittau,Germany,DE,http://www.ihi-zittau.de/
Internationale Fachhochschule Aalen,Germany,DE,http://www.international.fh-aalen.de/
International School of Management ISM Dortmund,Germany,DE,http://www.ism-dortmund.de/
"International School of New Media, University of Lübeck",Germany,DE,http://www.isnm.de/
International University in Germany,Germany,DE,http://www.i-u.de/
Jacobs University Bremen,Germany,DE,http://www.jacobs-university.de/
Karlshochschule International University,Germany,DE,http://www.karlshochschule.de/
Katholische Fachhochschule Norddeutschland,Germany,DE,http://www.kath-fh-nord.de/
Katholische Fachhochschule Berlin (KFB),Germany,DE,http://www.kfb-berlin.de/
"Katholische Fachhochschule Freiburg, Hochschule für Sozialwesen, Religionspädagogik und Pflege",Germany,DE,http://www.kfh-Freiburg.de/
Katholische Fachhochschule Mainz,Germany,DE,http://www.kfh-mainz.de/
Katholische Fachhochschule Nordrhein-Westfalen,Germany,DE,http://www.kfhnw.de/
"Kunsthochschule Berlin-Weissensee, Hochschule für Gestaltung",Germany,DE,http://www.kh-berlin.de/
Katholische Hochschule für Soziale Arbeit Saarbrücken,Germany,DE,http://www.khsa.de/
Katholische Stiftungsfachhochschule München,Germany,DE,http://www.ksfh.de/
Katholische Universität Eichstätt,Germany,DE,http://www.ku-eichstaett.de/
Kunstakademie Düsseldorf.,Germany,DE,http://www.kunstakademie-duesseldorf.de/
Merkur Internationale FH Karlsruhe,Germany,DE,http://www.merkur-fh.org/
"Merz Akademie, Hochschule für Gestaltung Stuttgart",Germany,DE,http://www.merz-akademie.de/
Märkische Fachhochschule Iserlohn,Germany,DE,http://www.mfh-iserlohn.de/
Medizinische Hochschule Hannover,Germany,DE,http://www.mh-hannover.de/
Staatliche Hochschule für Musik,Germany,DE,http://www.mh-trossingen.de/
Medizinische Universität Lübeck,Germany,DE,http://www.mu-luebeck.de/
"Muthesius-Hochschule, Fachhochschule für Kunst und Gestaltung",Germany,DE,http://www.muthesius.de/
"Nordakademie, Staatlich anerkannte private Fachhochschule mit dualen Studiengängen",Germany,DE,http://www.nordakademie.de/
Theologische Fakultät Paderborn,Germany,DE,http://www.paderborn.de/theofak/
Private Fachhochschule Göttingen,Germany,DE,http://www.pfh-goettingen.de/
Pädagogische Hochschule Erfurt/Mühlhausen,Germany,DE,http://www.ph-erfurt.de/
Pädagogische Hochschule Freiburg,Germany,DE,http://www.ph-freiburg.de/
Pädagogische Hochschule Schwäbisch Gmünd,Germany,DE,http://www.ph-gmuend.de/
Pädagogische Hochschule Heidelberg,Germany,DE,http://www.ph-heidelberg.de/
Philosophisch-Theologische Hochschule SVD Sankt Augustin,Germany,DE,http://www.philtheol-augustin.de/
Pädagogische Hochschule Karlsruhe,Germany,DE,http://www.ph-karlsruhe.de/
Pädagogische Hochschule Ludwigsburg,Germany,DE,http://www.ph-ludwigsburg.de/
Pädagogische Hochschule Weingarten,Germany,DE,http://www.ph-weingarten.de/
Popakademie Baden-Württemberg,Germany,DE,http://www.popakademie.de/
Private FernFachhochschule Darmstadt,Germany,DE,http://www.privatfh-da.de/
Philosophisch-Theologische Hochschule der Salesianer Don Boscos,Germany,DE,http://www.pth-bb.de/
Philosophisch-Theologische Hochschule Münster,Germany,DE,http://www.pth-muenster.de/
Philosophisch-Theologische Hochschule Vallendar der Gesellschaft des Katholischen Apostolates (Pallottiner),Germany,DE,http://www.pthv.de/
"Evangelische Fachhochschule für Sozialpädagogik der ""Diakonenanstalt des Rauhen Hauses"" Hamburg",Germany,DE,http://www.rauheshaus.de/fachhochschule/
Rheinische Fachhochschule Köln,Germany,DE,http://www.rfh-koeln.de/
Ruhr-Universität Bochum,Germany,DE,http://www.ruhr-uni-bochum.de/
Rheinisch Westfälische Technische Hochschule Aachen,Germany,DE,http://www.rwth-aachen.de/
Lutherische Theologische Hochschule Oberursel,Germany,DE,http://www.selk.de/LThH/
Gustav-Siewerth-Akademie,Germany,DE,http://www.siewerth-akademie.de/
"Schiller International University, Heidelberg",Germany,DE,http://www.siu-heidelberg.de/
SRH University of Applied Sciences,Germany,DE,http://www.srh-berlin.de/
Philosophisch-Theologische Hochschule Sankt Georgen,Germany,DE,http://www.st-georgen.uni-frankfurt.de/
Steinbeis-Hochschule-Berlin,Germany,DE,http://www.stw.de/shb/
Technische Fachhochschule Berlin,Germany,DE,http://www.tfh-berlin.de/
"Technische Fachhochschule Georg Agricola für Rohstoff, Energie und, Umwelt zu Bochum",Germany,DE,http://www.tfh-bochum.de/
Technische Fachhochschule Wildau,Germany,DE,http://www.tfh-wildau.de/
Theologische Hochschule Friedensau,Germany,DE,http://www.thh-friedensau.de/
Tierärztliche Hochschule Hannover,Germany,DE,http://www.tiho-hannover.de/
Technische Universität Berlin,Germany,DE,http://www.tu-berlin.de/
Technische Universität Carolo-Wilhelmina zu Braunschweig,Germany,DE,https://www.tu-braunschweig.de/
Technische Universität Chemnitz,Germany,DE,http://www.tu-chemnitz.de/
Technische Universität Clausthal,Germany,DE,http://www.tu-clausthal.de/
Brandenburgische Technische Universität Cottbus,Germany,DE,http://www.tu-cottbus.de/
Technische Universität Darmstadt,Germany,DE,https://www.tu-darmstadt.de/
Technische Universität Dresden,Germany,DE,http://www.tu-dresden.de/
Technische Universität Bergakademie Freiberg,Germany,DE,http://www.tu-freiberg.de/
Technische Universität Hamburg,Germany,DE,http://www.tuhh.de/
Technische Universität Ilmenau,Germany,DE,http://www.tu-ilmenau.de/
Technische Universität München,Germany,DE,http://www.tum.de/
Universität Augsburg,Germany,DE,http://www.uni-augsburg.de/
Otto-Friedrich Universität Bamberg,Germany,DE,http://www.uni-bamberg.de/
Universität Bayreuth,Germany,DE,http://www.uni-bayreuth.de/
Universität Bielefeld,Germany,DE,http://www.uni-bielefeld.de/
Rheinische Friedrich-Wilhelms Universität Bonn,Germany,DE,http://www.uni-bonn.de/
Universität Bremen,Germany,DE,http://www.uni-bremen.de/
Universität der Bundeswehr Hamburg,Germany,DE,http://www.unibw-hamburg.de/
Universität der Bundeswehr München,Germany,DE,http://www.unibw-muenchen.de/
Technische Universität Dortmund,Germany,DE,http://www.tu-dortmund.de/
