name,country,alpha_two_code,web_pages
Ocean University of China,China,CN,http://www.ouc.edu.cn/
Guangdong Peizheng College,China,CN,http://www.peizheng.com.cn/
Peking University,China,CN,http://www.pku.edu.cn/
Panzhihua University,China,CN,http://www.pzhu.edu.cn/
Qingdao University,China,CN,http://www.qdu.edu.cn/
Qufu Normal University,China,CN,http://www.qfnu.edu.cn/
Qinghai Normal University,China,CN,http://www.qhnu.edu.cn/
Qinghai Radio & Television University,China,CN,http://www.qhrtvu.edu.cn/
Qinghai University,China,CN,http://www.qhu.edu.cn/
Qingdao University of Science and Technology,China,CN,http://www.qust.edu.cn/
Qiongzhou University,China,CN,http://www.qzu.edu.cn/
Renmin University of China,China,CN,http://www.ruc.edu.cn/
Shanghai Sanda University,China,CN,http://www.sandau.edu.cn/
Chongqing Three Gorges University,China,CN,http://www.sanxiau.edu.cn/
Shanghai Business School,China,CN,http://www.sbs.edu.cn/
South China Agricultural University,China,CN,http://www.scau.edu.cn/
South China Construction University,China,CN,http://www.sccu.edu.cn/
South China Normal University,China,CN,http://www.scnu.edu.cn/
Sichuan University,China,CN,http://www.scu.edu.cn/
South China University of Technology,China,CN,http://www.scut.edu.cn/
Shandong University of Art and Design,China,CN,http://www.sdada.edu.cn/
Shandong Agricultural University,China,CN,http://www.sdau.edu.cn/
Shandong Economic University,China,CN,http://www.sdie.edu.cn/
Shanghai Dainji University,China,CN,http://www.sdju.edu.cn/
Shandong Medical University,China,CN,http://www.sdmu.edu.cn/
Shandong Normal University,China,CN,http://www.sdnu.edu.cn/
Shandong University,China,CN,http://www.sdu.edu.cn/
Shandong University of Science and Technology,China,CN,http://www.sdust.edu.cn/
Shandong University of Triaditional Chinese Medicine,China,CN,http://www.sdutcm.edu.cn/
Shandong University of Technology,China,CN,http://www.sdut.edu.cn/
Shandong University of Finance and Economics,China,CN,http://www.sdufe.edu.cn/
Southeast University,China,CN,http://www.seu.edu.cn/
Shaoguan University,China,CN,http://www.sgu.edu.cn/
Shanghai Customs College,China,CN,https://shcc.edu.cn/
Shanghai Fisheries University,China,CN,http://www.shfu.edu.cn/
